fname,label
clip_cdf9fc17f.wav,voice
clip_e6b205302.wav,silence
clip_a0644719d.wav,voice
clip_366c481b0.wav,voice
clip_a4f149941.wav,voice
clip_0896e6a90.wav,voice
clip_06ac90b66.wav,voice
clip_05236d33d.wav,voice
clip_faadb20b3.wav,voice
clip_840d5ab0e.wav,voice
clip_7702a42f7.wav,voice
clip_f210f418b.wav,voice
clip_1fe21bb5f.wav,voice
clip_ac7f9dd8d.wav,voice
clip_d6c65fdfb.wav,voice
clip_c4beb48c2.wav,voice
clip_ea3147b34.wav,voice
clip_e9f071a90.wav,voice
clip_76c948ceb.wav,voice
clip_7583ed57e.wav,voice
clip_405f4f59d.wav,voice
clip_3695fe34f.wav,noise
clip_8e99f1e80.wav,voice
clip_de32ae41e.wav,voice
clip_e8a1f92fb.wav,voice
clip_752a80939.wav,voice
clip_2cd828a24.wav,noise
clip_10643e839.wav,voice
clip_4cc0ecf54.wav,voice
clip_6a42eec1d.wav,voice
clip_2b84dd439.wav,voice
clip_4ae1fc938.wav,voice
clip_d9d4f9906.wav,voice
clip_f165ba70d.wav,voice
clip_c7cef1560.wav,voice
clip_3073eb3db.wav,voice
clip_2fa4966b2.wav,voice
clip_d634cf3c1.wav,voice
clip_aa63bbdc1.wav,noise
clip_a3534cc55.wav,voice
clip_319a0c78c.wav,voice
clip_939c88518.wav,silence
clip_f1cdf3ca7.wav,voice
clip_8e4a2a598.wav,voice
clip_d8bd565ba.wav,voice
clip_447391905.wav,noise
clip_81100d888.wav,voice
clip_8744b87d7.wav,voice
clip_e8c9794ba.wav,voice
clip_64bcdd3a4.wav,voice
clip_6d1d474ee.wav,voice
clip_deace1ef7.wav,voice
clip_b6e9db514.wav,voice
clip_36e1e1b78.wav,voice
clip_c813a8e55.wav,voice
clip_8ca6207f3.wav,voice
clip_c4cd9cfbb.wav,voice
clip_45c75afc5.wav,voice
clip_afacccc9a.wav,voice
clip_78d5eee16.wav,voice
clip_3dda0ba57.wav,voice
clip_74f1df872.wav,voice
clip_74b7db67a.wav,voice
clip_2fdd80580.wav,voice
clip_a52cb7894.wav,voice
clip_e7b0f0678.wav,voice
clip_08b8e548b.wav,voice
clip_d8a47bdb2.wav,silence
clip_b61521406.wav,voice
clip_62db71885.wav,silence
clip_e0c58fe9b.wav,voice
clip_10bde611f.wav,voice
clip_4754eb64c.wav,voice
clip_8825de7b4.wav,noise
clip_44fb2bb97.wav,silence
clip_109cf2786.wav,voice
clip_b3c6e753e.wav,voice
clip_fcd243580.wav,voice
clip_730d00667.wav,voice
clip_28a6a8c7f.wav,voice
clip_3fed4497e.wav,voice
clip_2e45a1d27.wav,voice
clip_c8f668a3d.wav,noise
clip_6f5925060.wav,voice
clip_c22b83081.wav,silence
clip_ad0d3ce61.wav,voice
clip_888c81b54.wav,voice
clip_b1047e631.wav,voice
clip_c23c16faa.wav,silence
clip_76603a3df.wav,voice
clip_686a25fb1.wav,voice
clip_1852649f5.wav,voice
clip_ddc2c3c12.wav,voice
clip_d1ce11045.wav,voice
clip_c556f7e47.wav,voice
clip_f23fc7f6b.wav,voice
clip_d9be59e56.wav,voice
clip_441738d77.wav,voice
clip_147a9ff23.wav,voice
clip_15502fb73.wav,voice
clip_75a59138c.wav,voice
clip_8a72ec020.wav,silence
clip_59fc8de8d.wav,noise
clip_bc421f293.wav,voice
clip_73df92dd7.wav,voice
clip_7772a8bc7.wav,voice
clip_78df49af9.wav,voice
clip_448ea5a3c.wav,voice
clip_a39ca655c.wav,voice
clip_c1ae2b72a.wav,voice
clip_fef8c9b0a.wav,voice
clip_298e67a9c.wav,voice
clip_4cfc90077.wav,voice
clip_233661828.wav,voice
clip_4402ee66c.wav,voice
clip_ec7fe88c1.wav,voice
clip_6d1c2b09c.wav,voice
clip_279e1ee55.wav,voice
clip_77ccd715b.wav,voice
clip_744a71b56.wav,voice
clip_a2af55f49.wav,voice
clip_3863ea0d6.wav,silence
clip_ca62ddd7b.wav,voice
clip_5f65e21bd.wav,voice
clip_26304ba9d.wav,voice
clip_cdf0bc671.wav,voice
clip_c1e2b8ad2.wav,voice
clip_00d997871.wav,voice
clip_08c64354a.wav,voice
clip_b1c77f22a.wav,voice
clip_5e360ef03.wav,voice
clip_6add5fedb.wav,voice
clip_bea8fb09d.wav,voice
clip_091987f53.wav,voice
clip_a8622aff3.wav,voice
clip_10ce920cf.wav,voice
clip_023e03fcf.wav,voice
clip_3c7b25bd8.wav,voice
clip_4b5a9ebd7.wav,voice
clip_0cef54cc6.wav,voice
clip_5e7afb913.wav,voice
clip_fd521be31.wav,voice
clip_31dc72610.wav,voice
clip_0735cdb80.wav,voice
clip_170c96253.wav,voice
clip_cc1b7ab28.wav,voice
clip_ec26639eb.wav,voice
clip_4dbb461df.wav,voice
clip_d62797c5f.wav,voice
clip_8cc3a671d.wav,voice
clip_58d1aa324.wav,voice
clip_d2d6e7acd.wav,noise
clip_d6ae0290e.wav,voice
clip_625176bca.wav,voice
clip_ee5b6f079.wav,voice
clip_1c71b9e7c.wav,voice
clip_321b9f45f.wav,voice
clip_cdcbf63ec.wav,voice
clip_fb0cf4ffb.wav,voice
clip_3508778fd.wav,voice
clip_4b3d79ccb.wav,voice
clip_83ec0f47c.wav,voice
clip_c2d8fc10a.wav,voice
clip_5b20c6a92.wav,voice
clip_4e67a0477.wav,voice
clip_e9ef0a0d0.wav,voice
clip_c928f85f5.wav,voice
clip_cfc516434.wav,voice
clip_2203ae6ab.wav,voice
clip_46c5dc707.wav,voice
clip_d742a909e.wav,voice
clip_b7d256a5e.wav,voice
clip_41504c6ce.wav,voice
clip_9cd87817b.wav,noise
clip_6ecd656f8.wav,voice
clip_f93aa08dd.wav,voice
clip_9a3525dae.wav,voice
clip_216b6c38a.wav,voice
clip_f6b6c33a6.wav,voice
clip_79c9bf181.wav,voice
clip_e87490d72.wav,voice
clip_c32e33938.wav,noise
clip_1a605af39.wav,voice
clip_9c2fe4370.wav,voice
clip_29bbec225.wav,voice
clip_385cadf27.wav,voice
clip_896528acb.wav,voice
clip_871914c8c.wav,voice
clip_423354290.wav,voice
clip_7fea2f865.wav,voice
clip_84e996dc7.wav,noise
clip_c976ea4e5.wav,voice
clip_26ae26e42.wav,voice
clip_976546064.wav,voice
clip_023277f9b.wav,voice
clip_f93ab8dd4.wav,voice
clip_e6d894b5a.wav,voice
clip_7e2ff9996.wav,voice
clip_07601b0bb.wav,voice
clip_ffb143ac8.wav,voice
clip_f66b3f6f3.wav,voice
clip_3cd3cb780.wav,voice
clip_1452fe6b8.wav,voice
clip_aa5f80478.wav,voice
clip_abb278587.wav,voice
clip_a0d8193a1.wav,voice
clip_2624ed030.wav,voice
clip_a02e53ccf.wav,voice
clip_fb0c900a3.wav,voice
clip_c0237810c.wav,voice
clip_17971dad4.wav,voice
clip_3b6ec44ec.wav,voice
clip_b24413166.wav,voice
clip_61a7a1eff.wav,voice
clip_41602b12d.wav,voice
clip_a0a8e7487.wav,voice
clip_4a974c38b.wav,voice
clip_e105c2e67.wav,voice
clip_d82a70dc7.wav,voice
clip_7f746d8f6.wav,voice
clip_6f64cf3dd.wav,voice
clip_6668ecbe6.wav,voice
clip_142ba9dbd.wav,silence
clip_fea036a33.wav,voice
clip_fdf59e51d.wav,noise
clip_afee8d3c8.wav,voice
clip_c5948aa87.wav,voice
clip_cc9bf867d.wav,silence
clip_cfebf06df.wav,voice
clip_c6b495345.wav,voice
clip_2084edf73.wav,silence
clip_9c21fa748.wav,voice
clip_84039d1dd.wav,voice
clip_33a36d82b.wav,voice
clip_19c24b4e3.wav,voice
clip_b60c14484.wav,voice
clip_14a7a7e8a.wav,voice
clip_dd0ed8a0b.wav,voice
clip_d4620390a.wav,voice
clip_f99d2df83.wav,voice
clip_e9aa55af2.wav,voice
clip_174dc969b.wav,silence
clip_41377f603.wav,voice
clip_9eb1ba780.wav,voice
clip_88cc0ac82.wav,voice
clip_19315a6f3.wav,voice
clip_654878096.wav,voice
clip_0ceb75f56.wav,voice
clip_b760b0b95.wav,voice
clip_d24fa1f70.wav,voice
clip_5151e80de.wav,voice
clip_c158ada38.wav,voice
clip_619aa573f.wav,voice
clip_31be4d97f.wav,voice
clip_0c9ffa154.wav,voice
clip_d27ecbe26.wav,silence
clip_ae470d825.wav,voice
clip_b80109435.wav,voice
clip_6c1dfc6d5.wav,voice
clip_60d186641.wav,voice
clip_8d007409c.wav,silence
clip_8bb1aef90.wav,voice
clip_3915d7ec3.wav,voice
clip_d3cce9442.wav,voice
clip_59050c273.wav,voice
clip_c7f7cbeae.wav,voice
clip_66063c901.wav,noise
clip_5006931ab.wav,voice
clip_986b6f488.wav,voice
clip_b546ac3c4.wav,voice
clip_91c11a11a.wav,voice
clip_6220f428b.wav,voice
clip_f3efae18e.wav,silence
clip_43f71240c.wav,voice
clip_b9409ec18.wav,voice
clip_b0a8a002a.wav,voice
clip_7ceda4d64.wav,voice
clip_57d349c46.wav,voice
clip_2296d4d99.wav,silence
clip_b1f3241a4.wav,voice
clip_d36c50348.wav,voice
clip_a57c50841.wav,voice
clip_a5b3fc673.wav,noise
clip_fafbd8c20.wav,voice
clip_d12386dbd.wav,voice
clip_9e732bdc1.wav,voice
clip_75cb980a2.wav,voice
clip_0d49a624d.wav,voice
clip_7f2fa5dfe.wav,voice
clip_2c5f0f063.wav,voice
clip_f6e152413.wav,voice
clip_52ff053d2.wav,voice
clip_a38353f3e.wav,voice
clip_ac69ec8e1.wav,voice
clip_e2b09eaa0.wav,voice
clip_b7e49d670.wav,voice
clip_51777162c.wav,voice
clip_e8982d4a0.wav,voice
clip_837b6ac5e.wav,voice
clip_79b6f3c31.wav,silence
clip_c79c60871.wav,voice
clip_80cd98c7f.wav,voice
clip_ca8ddc1cf.wav,voice
clip_60b3a255a.wav,voice
clip_ee8cfa4fa.wav,voice
clip_74dd6c596.wav,voice
clip_3a6807542.wav,voice
clip_a43f34a4d.wav,voice
clip_b06863b6a.wav,voice
clip_9c9c2597e.wav,voice
clip_b666b1d0f.wav,voice
clip_9d499bf6f.wav,voice
clip_4e6c46d8d.wav,voice
clip_56e6697d5.wav,voice
clip_fdbf1e456.wav,voice
clip_749aafe2d.wav,voice
clip_a0369a642.wav,voice
clip_c683c39fa.wav,voice
clip_bca737a13.wav,voice
clip_384b539b1.wav,voice
clip_a33a2d8bf.wav,voice
clip_9e12ff400.wav,voice
clip_d66702c7c.wav,voice
clip_ef941bcb5.wav,voice
clip_9b6f76f07.wav,voice
clip_474bb33e4.wav,voice
clip_6cf3bf7b3.wav,silence
clip_04f712d03.wav,voice
clip_2e9aab087.wav,voice
clip_ecc33d4a1.wav,voice
clip_c10211592.wav,voice
clip_391670134.wav,voice
clip_317ae9ba2.wav,voice
clip_8d34fae1f.wav,voice
clip_73a440c94.wav,voice
clip_5a5b50072.wav,voice
clip_2b330cc56.wav,voice
clip_17c7f8a94.wav,voice
clip_74754b8c6.wav,voice
clip_790031f3b.wav,voice
clip_13deb064c.wav,voice
clip_d1ac93506.wav,voice
clip_e33df4b73.wav,voice
clip_ffbeb8215.wav,voice
clip_b74dbf3db.wav,voice
clip_576587a47.wav,voice
clip_8827fb541.wav,voice
clip_a05447116.wav,voice
clip_e6c19caa5.wav,voice
clip_ff12c9a32.wav,voice
clip_8861df6c5.wav,voice
clip_6f32457df.wav,voice
clip_a67d93557.wav,voice
clip_6b24e22c2.wav,voice
clip_39f22b62a.wav,voice
clip_528b354ef.wav,voice
clip_2def800bd.wav,voice
clip_32901ef39.wav,voice
clip_165a8b122.wav,voice
clip_baab0d0d7.wav,voice
clip_7d388d1c8.wav,voice
clip_8f3289c3b.wav,voice
clip_82e80e9f7.wav,voice
clip_4d96facac.wav,voice
clip_4cd342fab.wav,silence
clip_d776ba6b0.wav,voice
clip_422fd7fea.wav,voice
clip_6d9b6a0c6.wav,voice
clip_4ea6f70da.wav,voice
clip_b95be87ad.wav,voice
clip_9e1babc9e.wav,voice
clip_0b1328161.wav,voice
clip_7f9e1f21f.wav,voice
clip_ecca604d9.wav,voice
clip_cd0865e12.wav,voice
clip_19c312d23.wav,voice
clip_080188d1d.wav,voice
clip_981b48b7d.wav,voice
clip_2ced2569a.wav,voice
clip_794e8836a.wav,voice
clip_d4773e501.wav,voice
clip_40acfb0c7.wav,voice
clip_8fbbc7adb.wav,voice
clip_85c8d5bb9.wav,voice
clip_67adc7495.wav,voice
clip_be62231d2.wav,voice
clip_4e23de78a.wav,voice
clip_deed3a36e.wav,voice
clip_0587b66d6.wav,voice
clip_a239a0401.wav,voice
clip_214392cd1.wav,voice
clip_01427377b.wav,voice
clip_5ec94f05d.wav,silence
clip_bae7ec841.wav,voice
clip_82627dc2c.wav,voice
clip_12d006e7a.wav,voice
clip_44baadbef.wav,voice
clip_7a1e96699.wav,voice
clip_b6f44a5e7.wav,voice
clip_f117fa05f.wav,voice
clip_28c3d8467.wav,voice
clip_afe666719.wav,voice
clip_7f172fa56.wav,voice
clip_41ab10030.wav,voice
clip_85d9d8ba6.wav,voice
clip_cb66ab776.wav,voice
clip_cab317cd5.wav,voice
clip_7077e5b59.wav,voice
clip_57b81c687.wav,voice
clip_e2904a1bb.wav,voice
clip_d05e32c16.wav,voice
clip_9ef590ff4.wav,voice
clip_0535a9890.wav,silence
clip_56045ffa1.wav,voice
clip_e890ba808.wav,voice
clip_aec375299.wav,silence
clip_93b840a70.wav,voice
clip_daf72e2d7.wav,voice
clip_1fab56aa3.wav,voice
clip_44ff6d437.wav,voice
clip_a0f6def54.wav,voice
clip_ede30adff.wav,voice
clip_45c1a6bae.wav,silence
clip_d31d5e915.wav,voice
clip_bb07de3ea.wav,voice
clip_c31fa499b.wav,voice
clip_7e84d1ad6.wav,voice
clip_dec22023f.wav,voice
clip_0e3bd227c.wav,silence
clip_4b0cb8efd.wav,silence
clip_00150496f.wav,voice
clip_d40109b70.wav,voice
clip_42d80cd3f.wav,voice
clip_68078513c.wav,voice
clip_2060793af.wav,voice
clip_fc583283a.wav,voice
clip_86a365d37.wav,voice
clip_b49930a62.wav,voice
clip_48362a0d7.wav,voice
clip_b3e0d969a.wav,voice
clip_80070761c.wav,voice
clip_395d547c0.wav,voice
clip_ef875d7f3.wav,voice
clip_f3ba056aa.wav,voice
clip_83086b82b.wav,voice
clip_e5061a757.wav,voice
clip_20ab63cb5.wav,voice
clip_4cf006667.wav,voice
clip_9d46f4f5e.wav,voice
clip_47744e90b.wav,voice
clip_bde69553c.wav,voice
clip_f8b9ad49e.wav,voice
clip_28ccf6c58.wav,voice
clip_3adba2373.wav,voice
clip_be4be0d5f.wav,voice
clip_67bdb8c95.wav,voice
clip_f9732d59e.wav,voice
clip_2f3b2e4af.wav,voice
clip_13d956359.wav,voice
clip_1b5279bdf.wav,voice
clip_1102a24cf.wav,voice
clip_67509be41.wav,silence
clip_5e828e289.wav,voice
clip_4b644f5b4.wav,voice
clip_0d5f1a8be.wav,voice
clip_b3b5eb095.wav,voice
clip_a83bb93f5.wav,voice
clip_ea8845a6e.wav,voice
clip_f14ec6fe5.wav,voice
clip_f16a44549.wav,voice
clip_dc7a2b359.wav,voice
clip_a387da303.wav,voice
clip_78c468dca.wav,voice
clip_d3b82f3d6.wav,voice
clip_4a5ac2630.wav,voice
clip_5f8efa9ad.wav,voice
clip_032510f37.wav,voice
clip_8c132cbbc.wav,voice
clip_6e1f418fc.wav,voice
clip_e390a8512.wav,voice
clip_ffa8f1591.wav,voice
clip_eccac1cff.wav,voice
clip_a3d13672b.wav,voice
clip_deb82a65f.wav,voice
clip_f94a3639f.wav,voice
clip_0df06750b.wav,silence
clip_f7e12c908.wav,voice
clip_bdc1c30c5.wav,voice
clip_efcfbc0a1.wav,voice
clip_188418ef9.wav,voice
clip_c4ed827e6.wav,silence
clip_9cd6c4ab3.wav,voice
clip_d982aea93.wav,voice
clip_f6fa2b8f8.wav,voice
clip_01e3d15fa.wav,silence
clip_422ac3820.wav,voice
clip_72f2d8ce7.wav,voice
clip_5d33df6fb.wav,voice
clip_5f9f0f95f.wav,voice
clip_6d952d77f.wav,voice
clip_09789a3f2.wav,voice
clip_4419d063a.wav,silence
clip_9a464242d.wav,voice
clip_971fcdc35.wav,voice
clip_80346088c.wav,voice
clip_284236c55.wav,voice
clip_a5d3fd73c.wav,voice
clip_824a9dd96.wav,silence
clip_645c6c38e.wav,voice
clip_7078089cd.wav,voice
clip_94fb535cf.wav,noise
clip_bf001498e.wav,voice
clip_004902789.wav,voice
clip_50d3c0953.wav,voice
clip_0b1b105d6.wav,voice
clip_ea2e371a4.wav,voice
clip_499bf8c4d.wav,voice
clip_62a2d9f50.wav,voice
clip_7f972c462.wav,voice
clip_980d069e4.wav,voice
clip_85c37e585.wav,voice
clip_eac6a93f1.wav,voice
clip_354ee3983.wav,silence
clip_084fdfe70.wav,silence
clip_79aef4aaa.wav,voice
clip_d25aea882.wav,voice
clip_fd3584ff2.wav,voice
clip_4acccd038.wav,voice
clip_4d0e7bb97.wav,voice
clip_f0498c346.wav,voice
clip_fdb3e97f0.wav,noise
clip_959c08abf.wav,voice
clip_7c4551d38.wav,noise
clip_26b5c13ca.wav,silence
clip_49f2391cf.wav,voice
clip_15902a3fc.wav,voice
clip_2e48af9f2.wav,voice
clip_7d8471970.wav,voice
clip_2b91efb1d.wav,silence
clip_aa2c37058.wav,voice
clip_2b36eeb41.wav,voice
clip_3368293e6.wav,voice
clip_a03729fa4.wav,voice
clip_b63c7ff71.wav,voice
clip_e0cf0aeb6.wav,voice
clip_3054872fb.wav,voice
clip_f1d910d1b.wav,voice
clip_9c177b7e6.wav,voice
clip_13c71e3f7.wav,voice
clip_099b543d2.wav,voice
clip_df0bdf1bb.wav,voice
clip_b0389623d.wav,voice
clip_3c98b28d8.wav,voice
clip_c12bb3911.wav,voice
clip_f47145027.wav,silence
clip_f2019d638.wav,voice
clip_1b670039e.wav,voice
clip_61e64ac67.wav,voice
clip_88e2ab8d6.wav,voice
clip_a3550a86e.wav,voice
clip_09a5fa64a.wav,voice
clip_c7430b3f8.wav,voice
clip_3576a6f8c.wav,voice
clip_01cf6b8a5.wav,voice
clip_2c7f4d086.wav,voice
clip_26d2c7d74.wav,voice
clip_d1af9a4ca.wav,voice
clip_17ceb7258.wav,voice
clip_92820d6c0.wav,voice
clip_aeee2c93f.wav,voice
clip_212f8d6f0.wav,voice
clip_6e648fc10.wav,voice
clip_7c81ce16b.wav,voice
clip_45370b8af.wav,voice
clip_423ea0356.wav,voice
clip_d1cf1e565.wav,noise
clip_4d0509875.wav,voice
clip_fb44a75eb.wav,voice
clip_ecfcd16f3.wav,voice
clip_fc0e7b8c3.wav,voice
clip_22f7bb3da.wav,voice
clip_374c23287.wav,voice
clip_102671f36.wav,silence
clip_d19e2a8ce.wav,voice
clip_c05cb4fec.wav,voice
clip_ca3dfbeb0.wav,voice
clip_22695fb0a.wav,voice
clip_696e7a6e9.wav,voice
clip_a6a86bc2c.wav,voice
clip_fea4aca9e.wav,voice
clip_b25645f4b.wav,voice
clip_fc4d60edd.wav,voice
clip_90b5b1b0b.wav,voice
clip_82974668d.wav,voice
clip_2b4954233.wav,voice
clip_cd3390973.wav,voice
clip_e8b555981.wav,voice
clip_7e98e8f19.wav,voice
clip_69e8a3459.wav,voice
clip_cdbef64ba.wav,voice
clip_95dc86e5f.wav,voice
clip_590eeafcb.wav,voice
clip_01d342ba1.wav,voice
clip_b2922f402.wav,voice
clip_04c8c9fc5.wav,voice
clip_506a23742.wav,voice
clip_0f77f1f48.wav,voice
clip_8612fd174.wav,voice
clip_889829cf6.wav,noise
clip_aedbdc67a.wav,voice
clip_ac2a325e7.wav,voice
clip_bfed66990.wav,silence
clip_dd766116d.wav,voice
clip_90356f817.wav,voice
clip_895052d22.wav,voice
clip_d984d7c03.wav,voice
clip_aee8b0766.wav,voice
clip_ac3c3dfd1.wav,voice
clip_5a5726021.wav,voice
clip_afa9d1262.wav,voice
clip_dec133288.wav,voice
clip_6f9f220cd.wav,silence
clip_398b66946.wav,voice
clip_6610758d0.wav,voice
clip_0a063e3b3.wav,voice
clip_22288f5e4.wav,voice
clip_0d1ecca54.wav,voice
clip_2c4ff67d6.wav,voice
clip_927aeee1b.wav,voice
clip_ca39c401a.wav,voice
clip_a5eab2260.wav,voice
clip_cd70fee19.wav,voice
clip_2f534d439.wav,voice
clip_1b7818f64.wav,voice
clip_480d05c8e.wav,voice
clip_222d63aa6.wav,voice
clip_725f7c5ad.wav,silence
clip_10b04046c.wav,noise
clip_0f666c461.wav,voice
clip_6dc29a4fb.wav,voice
clip_98c919202.wav,voice
clip_687dd3476.wav,voice
clip_567499545.wav,voice
clip_3653fa237.wav,voice
clip_6755058e1.wav,silence
clip_b8639d478.wav,voice
clip_9afcbe837.wav,voice
clip_fad95aec9.wav,voice
clip_588e7abe2.wav,voice
clip_4f119571e.wav,voice
clip_7b5396cd0.wav,voice
clip_4aeccc7d2.wav,voice
clip_1d2e1a906.wav,voice
clip_74a21354a.wav,voice
clip_e2696f176.wav,voice
clip_7c14f9d89.wav,voice
clip_15ac08eb3.wav,voice
clip_e5e9e26a7.wav,silence
clip_4d2918329.wav,voice
clip_551fd5a49.wav,voice
clip_68ef93ef2.wav,voice
clip_b5b1bcf0e.wav,voice
clip_3bae872e5.wav,voice
clip_25ccb34c4.wav,voice
clip_f33125e5d.wav,voice
clip_e01c7d8ae.wav,voice
clip_3bc51b654.wav,voice
clip_178b1f26a.wav,voice
clip_b925117db.wav,voice
clip_95cc842b0.wav,voice
clip_f517893b1.wav,voice
clip_345e5181d.wav,silence
clip_af7a8c605.wav,voice
clip_6ccfde424.wav,voice
clip_8d79dc77c.wav,voice
clip_35bb5e97d.wav,voice
clip_92f31fd0d.wav,voice
clip_1aea45fa1.wav,voice
clip_87ae7330a.wav,voice
clip_7dd7da97d.wav,voice
clip_2141bf3da.wav,voice
clip_193713e33.wav,voice
clip_ab0375293.wav,voice
clip_c0e6b631a.wav,voice
clip_606f3ec7f.wav,voice
clip_c56f9fc2a.wav,voice
clip_261d27327.wav,voice
clip_f677617d9.wav,voice
clip_0d46dcc58.wav,voice
clip_ef0717c79.wav,voice
clip_866c6ffb8.wav,silence
clip_1494ce22a.wav,voice
clip_18eaf8156.wav,silence
clip_4093e18ba.wav,voice
clip_b15119dbe.wav,voice
clip_f665f4409.wav,voice
clip_9fb9404f7.wav,voice
clip_38b51ec33.wav,voice
clip_d84cbb374.wav,voice
clip_21daf274d.wav,voice
clip_d4b7ff530.wav,voice
clip_9404ec68a.wav,voice
clip_c8be09fbd.wav,silence
clip_852556156.wav,voice
clip_4aae0ee9f.wav,voice
clip_a72f96721.wav,voice
clip_1b389694d.wav,noise
clip_d89d30913.wav,voice
clip_f8a9617a7.wav,silence
clip_9cb674a51.wav,voice
clip_a32ba0e5e.wav,voice
clip_9d82e213a.wav,noise
clip_4624adfcb.wav,noise
clip_f736ad1cd.wav,voice
clip_84829901b.wav,voice
clip_e385b348e.wav,voice
clip_98cf7ca4e.wav,voice
clip_e62d1a957.wav,voice
clip_c77541dd6.wav,voice
clip_727df42e4.wav,voice
clip_c6dc4f022.wav,voice
clip_b39429c99.wav,voice
clip_b39a307aa.wav,voice
clip_cb66faa11.wav,voice
clip_651209c19.wav,voice
clip_1b2db1d40.wav,voice
clip_3ca6a0a96.wav,voice
clip_1fa5fdc97.wav,voice
clip_589c1bda0.wav,voice
clip_4cc9eb90e.wav,noise
clip_2d61ba5ae.wav,noise
clip_025f62fd7.wav,voice
clip_15055a8b1.wav,voice
clip_546d8f3c0.wav,voice
clip_88e00a18a.wav,voice
clip_808e13660.wav,voice
clip_5332035e1.wav,voice
clip_151e6e89f.wav,voice
clip_ee43debb7.wav,voice
clip_4876e4e03.wav,voice
clip_4a7bc6f24.wav,voice
clip_dbf3d3e0c.wav,voice
clip_72f392962.wav,voice
clip_8b0a78c10.wav,voice
clip_134f7d09d.wav,voice
clip_fdf64c0b9.wav,voice
clip_dcdb750cb.wav,voice
